Location,Crop,Rainfall,Temperature,Humidity,Date,Crop_Price
Kadapa,Groundnut,772,23,41,Sep-19,72.97
Kadapa,Groundnut,886,29,48,Sep-19,74.7
Kadapa,Groundnut,931,23,51,Sep-19,69.97
Kadapa,Groundnut,810,22,43,Oct-19,80.08
Kadapa,Groundnut,921,29,50,Oct-19,81.73
Kadapa,Groundnut,698,21,46,Oct-19,80.09
Kadapa,Groundnut,580,24,47,Oct-19,74.42
Kadapa,Groundnut,623,27,44,Oct-19,74.52
Kadapa,Groundnut,691,21,51,Nov-19,79.27
Kadapa,Groundnut,871,29,56,Nov-19,71.53
Kadapa,Groundnut,628,25,49,Nov-19,73.12
Kadapa,Groundnut,551,22,53,Nov-19,77.8
Kadapa,Groundnut,677,29,47,Nov-19,78.05
Kadapa,Groundnut,700,23,59,Dec-19,68.76
Kadapa,Groundnut,742,29,47,Dec-19,72.55
Kadapa,Groundnut,834,27,57,Dec-19,67.61
Kadapa,Groundnut,808,28,43,Dec-19,68.99
Kadapa,Groundnut,574,30,58,Dec-19,78.65
Kadapa,Groundnut,709,29,45,Jan-20,72.84
Kadapa,Groundnut,598,26,55,Jan-20,75.15
Kadapa,Groundnut,819,24,58,Jan-20,80.52
Kadapa,Groundnut,968,30,60,Jan-20,80.07
Kadapa,Groundnut,772,23,49,Jan-20,73.15
Kadapa,Groundnut,532,26,52,Feb-20,75.01
Kadapa,Groundnut,831,21,54,Feb-20,67.61
Kadapa,Groundnut,792,23,45,Feb-20,80.51
Kadapa,Groundnut,675,27,48,Feb-20,77.65
Kadapa,Groundnut,971,22,46,Feb-20,74.8
Kadapa,Groundnut,891,25,43,Mar-20,71.56
Kadapa,Groundnut,645,22,58,Mar-20,74.35
Kadapa,Groundnut,963,24,51,Mar-20,65.52
Kadapa,Groundnut,581,24,58,Mar-20,75.51
Kadapa,Groundnut,677,29,47,Mar-20,77.66
Kadapa,Groundnut,801,27,53,Apr-20,64.97
Kadapa,Groundnut,863,30,49,Apr-20,64.57
Kadapa,Groundnut,716,25,53,Apr-20,75.37
Kadapa,Groundnut,731,22,58,Apr-20,71.65
Kadapa,Groundnut,916,20,44,Apr-20,73.45
Kadapa,Groundnut,816,21,40,May-20,67.93
Kadapa,Groundnut,930,23,59,May-20,72.37
Kadapa,Groundnut,684,28,52,May-20,71.19
Kadapa,Groundnut,984,29,46,May-20,67.34
Kadapa,Groundnut,695,29,45,May-20,59.27
Kadapa,Groundnut,654,27,48,Jun-20,66.99
Kadapa,Groundnut,911,29,58,Jun-20,64.03
Kadapa,Groundnut,767,23,56,Jun-20,75.8
Kadapa,Groundnut,515,23,40,Jun-20,74.25
Kadapa,Groundnut,828,23,43,Jun-20,65.99
Kadapa,Groundnut,845,26,54,Jul-20,70.28
Kadapa,Groundnut,993,20,55,Jul-20,71.24
Kadapa,Groundnut,962,30,51,Jul-20,66.17
Kadapa,Groundnut,645,24,45,Jul-20,75.98
Kadapa,Groundnut,828,23,52,Jul-20,73.4
Kadapa,Groundnut,726,26,40,Aug-20,76.58
Kadapa,Groundnut,713,24,50,Aug-20,73.68
Kadapa,Groundnut,585,20,42,Aug-20,75.38
Kadapa,Groundnut,923,20,57,Aug-20,70.46
Kadapa,Groundnut,773,25,48,Aug-20,74.12
Kadapa,Groundnut,748,20,54,Sep-20,82.31
Kadapa,Groundnut,891,21,51,Sep-20,68.83
Kadapa,Groundnut,880,28,57,Sep-20,77.01
Kadapa,Groundnut,872,30,46,Sep-20,77.26
Kadapa,Groundnut,868,22,54,Sep-20,81.82
Kadapa,Groundnut,602,20,46,Oct-20,76.63
Kadapa,Groundnut,979,20,58,Oct-20,70.37
Kadapa,Groundnut,708,23,46,Oct-20,85.16
Kadapa,Groundnut,528,21,45,Oct-20,81.69
Kadapa,Groundnut,762,21,52,Oct-20,73.92
Kadapa,Groundnut,901,20,58,Nov-20,72.42
Kadapa,Groundnut,789,21,58,Nov-20,71.95
Kadapa,Groundnut,839,27,47,Nov-20,72.37
Kadapa,Groundnut,758,24,56,Nov-20,83.43
Kadapa,Groundnut,723,23,58,Nov-20,80.5
Kadapa,Groundnut,986,22,55,Dec-20,74.65
Kadapa,Groundnut,799,27,55,Dec-20,74.28
Kadapa,Groundnut,725,23,56,Dec-20,79.29
Kadapa,Groundnut,552,28,59,Dec-20,79.3
Kadapa,Groundnut,631,23,48,Dec-20,78.81
Kadapa,Groundnut,898,29,44,Jan-21,76.4
Kadapa,Groundnut,819,21,50,Jan-21,78.39
Kadapa,Groundnut,939,27,60,Jan-21,70.19
Kadapa,Groundnut,553,23,52,Jan-21,72.71
Kadapa,Groundnut,865,22,54,Jan-21,74.66
Kadapa,Groundnut,888,28,55,Feb-21,76.15
Kadapa,Groundnut,885,23,40,Feb-21,77.97
Kadapa,Groundnut,509,22,48,Feb-21,75.15
Kadapa,Groundnut,567,25,46,Feb-21,74.64
Kadapa,Groundnut,630,22,44,Feb-21,67.24
Kadapa,Groundnut,775,27,51,Mar-21,75.1
Kadapa,Groundnut,660,23,46,Mar-21,66.6
Kadapa,Groundnut,702,30,57,Mar-21,73.14
Kadapa,Groundnut,938,26,47,Mar-21,76.94
Kadapa,Groundnut,864,26,60,Mar-21,76.67
Kadapa,Groundnut,971,22,41,Apr-21,70.54
Kadapa,Groundnut,530,25,59,Apr-21,66.21
Kadapa,Groundnut,899,26,40,Apr-21,72.43
Kadapa,Groundnut,534,26,59,Apr-21,77.45
Kadapa,Groundnut,555,26,53,Apr-21,66.3
Kadapa,Groundnut,765,30,45,May-21,66.04
Kadapa,Groundnut,596,22,56,May-21,72.85
Kadapa,Groundnut,582,26,42,May-21,73.5
Kadapa,Groundnut,518,20,54,May-21,70.36
Kadapa,Groundnut,821,27,51,May-21,64.26
Kadapa,Groundnut,747,21,43,Jun-21,75.77
Kadapa,Groundnut,868,27,59,Jun-21,66.41
Kadapa,Groundnut,513,20,41,Jun-21,71.72
Kadapa,Groundnut,591,20,53,Jun-21,74.72
Kadapa,Groundnut,760,25,49,Jun-21,66.88
Kadapa,Groundnut,932,25,53,Jul-21,73.53
Kadapa,Groundnut,913,21,50,Jul-21,68.42
Kadapa,Groundnut,652,25,46,Jul-21,67.08
Kadapa,Groundnut,943,25,52,Jul-21,71.3
Kadapa,Groundnut,863,28,45,Jul-21,64.94
Kadapa,Groundnut,630,24,58,Aug-21,76.68
Kadapa,Groundnut,849,24,49,Aug-21,72.86
Kadapa,Groundnut,572,22,42,Aug-21,76.08
Kadapa,Groundnut,613,30,49,Aug-21,70.55
Kadapa,Groundnut,887,20,56,Aug-21,82.2
Kadapa,Groundnut,695,26,46,Sep-21,76.04
Kadapa,Groundnut,631,27,58,Sep-21,73.88
Kadapa,Groundnut,655,24,47,Sep-21,76.9
Kadapa,Groundnut,903,20,56,Sep-21,82.69
Kadapa,Groundnut,835,27,53,Sep-21,81.8
Kadapa,Groundnut,744,24,59,Oct-21,81.16
Kadapa,Groundnut,871,21,57,Oct-21,76.83
Kadapa,Groundnut,501,21,44,Oct-21,75.99
Kadapa,Groundnut,708,23,52,Oct-21,80.34
Kadapa,Groundnut,743,26,57,Oct-21,74.91
Kadapa,Groundnut,505,27,40,Nov-21,69.04
Kadapa,Groundnut,871,20,42,Nov-21,83.84
Kadapa,Groundnut,683,27,60,Nov-21,82.82
Kadapa,Groundnut,927,22,42,Nov-21,84.25
Kadapa,Groundnut,681,30,42,Nov-21,82.9
Kadapa,Groundnut,625,21,40,Dec-21,75.43
Kadapa,Groundnut,735,23,40,Dec-21,69.53
Kadapa,Groundnut,657,27,58,Dec-21,72.13
Kadapa,Groundnut,926,26,59,Dec-21,82.57
Kadapa,Groundnut,579,22,48,Dec-21,69.88
Kadapa,Groundnut,970,29,49,Jan-22,76.01
Kadapa,Groundnut,644,26,57,Jan-22,82.51
Kadapa,Groundnut,754,25,55,Jan-22,74.32
Kadapa,Groundnut,619,21,41,Jan-22,76.6
Kadapa,Groundnut,905,25,57,Jan-22,74.21
Kadapa,Groundnut,813,20,49,Feb-22,79.17
Kadapa,Groundnut,520,25,56,Feb-22,68.51
Kadapa,Groundnut,883,22,43,Feb-22,75.74
Kadapa,Groundnut,607,26,60,Feb-22,67.21
Kadapa,Groundnut,974,21,55,Feb-22,72.35
Kadapa,Groundnut,953,27,47,Mar-22,75.7
Kadapa,Groundnut,673,22,44,Mar-22,77
Kadapa,Groundnut,715,27,53,Mar-22,63.45
Kadapa,Groundnut,595,22,47,Mar-22,78.72
Kadapa,Groundnut,876,24,49,Mar-22,64.92
Kadapa,Groundnut,961,23,58,Apr-22,69.45
Kadapa,Groundnut,934,27,51,Apr-22,71.25
Kadapa,Groundnut,694,24,55,Apr-22,64.3
Kadapa,Groundnut,636,27,56,Apr-22,74.25
Kadapa,Groundnut,613,20,54,Apr-22,72.94
Kadapa,Groundnut,834,26,60,May-22,69.3
Kadapa,Groundnut,852,26,55,May-22,60.07
Kadapa,Groundnut,858,26,52,May-22,75.23
Kadapa,Groundnut,902,20,51,May-22,62.83
Kadapa,Groundnut,667,22,40,May-22,70.32
Kadapa,Groundnut,878,24,55,Jun-22,74.74
Kadapa,Groundnut,637,26,59,Jun-22,69.23
Kadapa,Groundnut,909,22,43,Jun-22,62.53
Kadapa,Groundnut,714,28,40,Jun-22,71.91
Kadapa,Groundnut,870,20,54,Jun-22,71.27
Kadapa,Groundnut,533,30,48,Jul-22,70.45
Kadapa,Groundnut,570,20,59,Jul-22,73.29
Kadapa,Groundnut,813,25,51,Jul-22,73.18
Kadapa,Groundnut,795,29,52,Jul-22,66.15
Kadapa,Groundnut,837,24,40,Jul-22,74.77
Kadapa,Groundnut,935,20,47,Aug-22,70.64
Kadapa,Groundnut,872,29,41,Aug-22,76.9
Kadapa,Groundnut,649,24,60,Aug-22,68.11
Kadapa,Groundnut,540,26,50,Aug-22,73.34
Kadapa,Groundnut,512,28,40,Aug-22,69.26
Kadapa,Groundnut,835,26,53,Sep-22,81.22
Kadapa,Groundnut,787,28,48,Sep-22,70.89
Kadapa,Groundnut,832,23,44,Sep-22,72.49
Kadapa,Groundnut,554,28,50,Sep-22,83.34
Kadapa,Groundnut,602,23,40,Sep-22,75.11
Kadapa,Groundnut,595,22,60,Oct-22,78.37
Kadapa,Groundnut,553,30,47,Oct-22,76.17
Kadapa,Groundnut,595,28,47,Oct-22,73.06
Kadapa,Groundnut,760,24,51,Oct-22,73.25
Kadapa,Groundnut,704,22,43,Oct-22,85.72
Kadapa,Groundnut,960,29,45,Nov-22,70.86
Kadapa,Groundnut,770,20,54,Nov-22,78.44
Kadapa,Groundnut,911,28,43,Nov-22,72.82
Kadapa,Groundnut,638,21,52,Nov-22,83.94
Kadapa,Groundnut,551,24,59,Nov-22,83.43
Kadapa,Groundnut,872,27,52,Dec-22,76.79
Kadapa,Groundnut,951,28,55,Dec-22,71.89
Kadapa,Groundnut,637,24,42,Dec-22,80.73
Kadapa,Groundnut,679,24,41,Dec-22,73.55
Kadapa,Groundnut,970,27,52,Dec-22,80.89
Kadapa,Groundnut,528,22,46,Jan-23,81.25
Kadapa,Groundnut,835,25,47,Jan-23,76.68
Kadapa,Groundnut,999,27,59,Jan-23,72.59
Kadapa,Groundnut,660,23,51,Jan-23,68.66
Kadapa,Groundnut,923,24,48,Jan-23,73.43
Kadapa,Groundnut,857,30,57,Feb-23,76.87
Kadapa,Groundnut,759,25,57,Feb-23,69.16
Kadapa,Groundnut,945,20,48,Feb-23,75.68
Kadapa,Groundnut,595,26,49,Feb-23,72.07
Kadapa,Groundnut,781,27,50,Feb-23,69.41
Kadapa,Groundnut,641,24,59,Mar-23,75.24
Kadapa,Groundnut,578,29,44,Mar-23,76.92
Kadapa,Groundnut,692,27,43,Mar-23,72.31
Kadapa,Groundnut,920,22,57,Mar-23,76.67
Kadapa,Groundnut,734,21,50,Mar-23,71.96
Kadapa,Groundnut,905,22,56,Apr-23,74.32
Kadapa,Groundnut,600,25,52,Apr-23,64.77
Kadapa,Groundnut,901,25,58,Apr-23,68.75
Kadapa,Groundnut,982,29,42,Apr-23,71.56
Kadapa,Groundnut,938,23,58,Apr-23,72.03
Kadapa,Groundnut,862,23,45,May-23,74.6
Kadapa,Groundnut,901,22,44,May-23,60.67
Kadapa,Groundnut,699,26,55,May-23,64.05
Kadapa,Groundnut,624,28,42,May-23,69.11
Kadapa,Groundnut,574,21,45,May-23,66.92
Kadapa,Groundnut,589,27,51,Jun-23,65.4
Kadapa,Groundnut,956,21,56,Jun-23,70.73
Kadapa,Groundnut,651,24,57,Jun-23,73.87
Kadapa,Groundnut,933,27,41,Jun-23,68.24
Kadapa,Groundnut,704,28,57,Jun-23,72.78
Kadapa,Groundnut,510,28,47,Jul-23,68.9
Kadapa,Groundnut,837,23,41,Jul-23,67.74
Kadapa,Groundnut,623,24,53,Jul-23,71.97
Kadapa,Groundnut,894,26,40,Jul-23,74.68
Kadapa,Groundnut,642,27,42,Jul-23,69.19
Kadapa,Groundnut,503,27,43,Aug-23,69.71
Kadapa,Groundnut,657,21,52,Aug-23,67.22
Kadapa,Groundnut,581,25,49,Aug-23,66.45
Kadapa,Groundnut,552,20,53,Aug-23,75.13
Kadapa,Groundnut,855,21,60,Aug-23,69.21
Kadapa,Groundnut,874,28,52,Sep-23,75.92
Kadapa,Groundnut,619,29,59,Sep-23,74.65
Kadapa,Groundnut,718,21,42,Sep-23,71.73
Kadapa,Groundnut,640,28,57,Sep-23,73.22
Kadapa,Groundnut,921,25,48,Sep-23,74.39
Kadapa,Groundnut,537,20,60,Oct-23,74.46
Kadapa,Groundnut,591,25,60,Oct-23,79.53
Kadapa,Groundnut,823,28,44,Oct-23,71.92
Kadapa,Groundnut,950,22,44,Oct-23,77.87
Kadapa,Groundnut,765,29,56,Oct-23,83.97
Kadapa,Groundnut,877,30,42,Nov-23,79.55
Kadapa,Groundnut,638,28,46,Nov-23,72.92
Kadapa,Groundnut,699,28,56,Nov-23,75.43
Kadapa,Groundnut,513,29,56,Nov-23,71.26
Kadapa,Groundnut,773,27,58,Nov-23,74.12
Kadapa,Groundnut,951,25,48,Dec-23,75.15
Kadapa,Groundnut,784,26,46,Dec-23,67.99
Kadapa,Groundnut,838,26,42,Dec-23,68.73
Kadapa,Groundnut,538,27,56,Dec-23,78.32
Kadapa,Groundnut,791,28,47,Dec-23,78.76
Kadapa,Maize,972,32,63,Jan-19,52.76
Kadapa,Maize,915,21,67,Jan-19,52.04
Kadapa,Maize,606,34,68,Jan-19,54.85
Kadapa,Maize,905,35,68,Jan-19,56.26
Kadapa,Maize,1069,30,61,Jan-19,54.02
Kadapa,Maize,743,33,67,Feb-19,53.64
Kadapa,Maize,1074,29,60,Feb-19,55
Kadapa,Maize,702,23,58,Feb-19,51.9
Kadapa,Maize,1119,24,65,Feb-19,51.04
Kadapa,Maize,1185,33,67,Feb-19,52.76
Kadapa,Maize,692,35,62,Mar-19,52.29
Kadapa,Maize,995,20,55,Mar-19,49.64
Kadapa,Maize,1169,22,52,Mar-19,47.95
Kadapa,Maize,745,24,66,Mar-19,53.57
Kadapa,Maize,716,22,51,Mar-19,53.77
Kadapa,Maize,612,32,63,Apr-19,51.73
Kadapa,Maize,944,25,66,Apr-19,49.65
Kadapa,Maize,1088,34,70,Apr-19,50.25
Kadapa,Maize,830,22,55,Apr-19,50.44
Kadapa,Maize,702,31,50,Apr-19,52.32
Kadapa,Maize,1093,24,63,May-19,48.5
Kadapa,Maize,715,29,64,May-19,48.25
Kadapa,Maize,1066,30,68,May-19,48.84
Kadapa,Maize,869,23,57,May-19,52.12
Kadapa,Maize,619,29,69,May-19,51.56
Kadapa,Maize,617,33,58,Jun-19,51.53
Kadapa,Maize,746,30,53,Jun-19,49.43
Kadapa,Maize,1147,34,51,Jun-19,49.67
Kadapa,Maize,973,21,56,Jun-19,52.4
Kadapa,Maize,807,28,54,Jun-19,47.34
Kadapa,Maize,755,28,61,Jul-19,51.21
Kadapa,Maize,980,20,69,Jul-19,51
Kadapa,Maize,848,26,67,Jul-19,53.69
Kadapa,Maize,1194,23,70,Jul-19,52.58
Kadapa,Maize,727,28,59,Jul-19,52.15
Kadapa,Maize,765,35,65,Aug-19,49.15
Kadapa,Maize,1183,30,65,Aug-19,54.5
Kadapa,Maize,728,21,51,Aug-19,52.04
Kadapa,Maize,778,30,66,Aug-19,52.18
Kadapa,Maize,1036,21,60,Aug-19,50.21
Kadapa,Maize,1132,21,51,Sep-19,49.69
Kadapa,Maize,1060,24,53,Sep-19,54.44
Kadapa,Maize,959,20,50,Sep-19,53.17
Kadapa,Maize,959,27,65,Sep-19,53.44
Kadapa,Maize,1040,29,63,Sep-19,54.47
Kadapa,Maize,604,28,53,Oct-19,52.18
Kadapa,Maize,1098,33,65,Oct-19,57.56
Kadapa,Maize,865,29,62,Oct-19,52.35
Kadapa,Maize,923,29,63,Oct-19,55.29
Kadapa,Maize,1006,35,55,Oct-19,50.57
Kadapa,Maize,971,32,63,Nov-19,53.77
Kadapa,Maize,789,29,54,Nov-19,55.93
Kadapa,Maize,623,29,54,Nov-19,52.16
Kadapa,Maize,882,28,61,Nov-19,53.8
Kadapa,Maize,1043,33,68,Nov-19,51.58
Kadapa,Maize,927,30,61,Dec-19,51.42
Kadapa,Maize,766,34,61,Dec-19,51.68
Kadapa,Maize,984,22,67,Dec-19,51.3
Kadapa,Maize,1160,35,65,Dec-19,52.74
Kadapa,Maize,844,26,59,Dec-19,50.76
Kadapa,Maize,803,26,58,Jan-20,51.04
Kadapa,Maize,775,20,50,Jan-20,54.46
Kadapa,Maize,974,20,56,Jan-20,54.47
Kadapa,Maize,1193,26,65,Jan-20,53.69
Kadapa,Maize,746,21,63,Jan-20,51.9
Kadapa,Maize,845,20,52,Feb-20,50.88
Kadapa,Maize,914,30,54,Feb-20,52.89
Kadapa,Maize,981,35,51,Feb-20,54.12
Kadapa,Maize,688,30,59,Feb-20,49.65
Kadapa,Maize,750,22,57,Feb-20,54.68
Kadapa,Maize,891,35,56,Mar-20,50.73
Kadapa,Maize,904,34,62,Mar-20,50.4
Kadapa,Maize,965,22,59,Mar-20,52.25
Kadapa,Maize,774,24,53,Mar-20,52.56
Kadapa,Maize,1126,20,52,Mar-20,47.93
Kadapa,Maize,1190,35,53,Apr-20,48.35
Kadapa,Maize,959,25,69,Apr-20,52.06
Kadapa,Maize,987,28,70,Apr-20,48.61
Kadapa,Maize,955,20,52,Apr-20,49.81
Kadapa,Maize,609,27,52,Apr-20,50.91
Kadapa,Maize,892,35,60,May-20,53.09
Kadapa,Maize,620,33,56,May-20,48.01
Kadapa,Maize,703,22,64,May-20,47.42
Kadapa,Maize,658,25,67,May-20,49.64
Kadapa,Maize,852,22,50,May-20,49.54
Kadapa,Maize,907,33,62,Jun-20,49.98
Kadapa,Maize,744,21,70,Jun-20,53.39
Kadapa,Maize,635,33,60,Jun-20,50.1
Kadapa,Maize,679,20,64,Jun-20,49.04
Kadapa,Maize,1071,24,66,Jun-20,53.02
Kadapa,Maize,795,25,55,Jul-20,50.4
Kadapa,Maize,786,33,60,Jul-20,52.39
Kadapa,Maize,915,20,54,Jul-20,53.1
Kadapa,Maize,845,30,68,Jul-20,53.9
Kadapa,Maize,617,28,70,Jul-20,53.88
Kadapa,Maize,750,28,53,Aug-20,51.04
Kadapa,Maize,702,21,60,Aug-20,53.5
Kadapa,Maize,1132,24,58,Aug-20,50.18
Kadapa,Maize,653,22,50,Aug-20,51.21
Kadapa,Maize,1161,21,70,Aug-20,51.25
Kadapa,Maize,852,27,66,Sep-20,55.65
Kadapa,Maize,802,21,57,Sep-20,51.94
Kadapa,Maize,965,29,64,Sep-20,51.63
Kadapa,Maize,855,34,67,Sep-20,50.45
Kadapa,Maize,1147,27,60,Sep-20,53.89
Kadapa,Maize,1099,26,50,Oct-20,54.88
Kadapa,Maize,875,21,57,Oct-20,54.03
Kadapa,Maize,952,25,64,Oct-20,55.42
Kadapa,Maize,825,23,55,Oct-20,56.09
Kadapa,Maize,649,21,53,Oct-20,51.39
Kadapa,Maize,1139,26,57,Nov-20,52.7
Kadapa,Maize,606,31,50,Nov-20,53.02
Kadapa,Maize,920,28,50,Nov-20,54.84
Kadapa,Maize,1051,29,69,Nov-20,52.4
Kadapa,Maize,973,28,56,Nov-20,53.18
Kadapa,Maize,726,21,69,Dec-20,54.5
Kadapa,Maize,641,28,59,Dec-20,55.5
Kadapa,Maize,946,26,51,Dec-20,53.35
Kadapa,Maize,1023,31,68,Dec-20,53.2
Kadapa,Maize,1186,31,67,Dec-20,51.32
Kadapa,Maize,832,29,51,Jan-21,53.39
Kadapa,Maize,909,33,69,Jan-21,55.17
Kadapa,Maize,773,21,62,Jan-21,52.16
Kadapa,Maize,696,35,61,Jan-21,52.67
Kadapa,Maize,656,20,58,Jan-21,54.53
Kadapa,Maize,839,30,53,Feb-21,52.75
Kadapa,Maize,1146,26,50,Feb-21,54.39
Kadapa,Maize,1128,28,51,Feb-21,54.4
Kadapa,Maize,1194,26,70,Feb-21,53.26
Kadapa,Maize,1152,35,58,Feb-21,50.51
Kadapa,Maize,836,29,63,Mar-21,49.99
Kadapa,Maize,774,27,60,Mar-21,50.29
Kadapa,Maize,994,28,66,Mar-21,48.48
Kadapa,Maize,624,20,68,Mar-21,52.52
Kadapa,Maize,773,24,67,Mar-21,48.18
Kadapa,Maize,1188,35,66,Apr-21,51.53
Kadapa,Maize,901,21,63,Apr-21,51.75
Kadapa,Maize,779,25,55,Apr-21,51.17
Kadapa,Maize,1142,23,64,Apr-21,50.97
Kadapa,Maize,800,21,67,Apr-21,52.37
Kadapa,Maize,646,26,63,May-21,49.97
Kadapa,Maize,853,27,53,May-21,46.97
Kadapa,Maize,728,22,59,May-21,47.67
Kadapa,Maize,1138,28,52,May-21,47.85
Kadapa,Maize,728,27,67,May-21,46.74
Kadapa,Maize,1129,24,50,Jun-21,48.26
Kadapa,Maize,1128,23,70,Jun-21,51.34
Kadapa,Maize,1072,32,52,Jun-21,50.5
Kadapa,Maize,741,25,69,Jun-21,49.2
Kadapa,Maize,1010,33,57,Jun-21,49.17
Kadapa,Maize,759,25,65,Jul-21,52.35
Kadapa,Maize,961,29,66,Jul-21,51.05
Kadapa,Maize,902,20,59,Jul-21,52.56
Kadapa,Maize,1143,34,57,Jul-21,49.35
Kadapa,Maize,844,29,55,Jul-21,50.47
Kadapa,Maize,696,21,61,Aug-21,55.12
Kadapa,Maize,889,24,54,Aug-21,55.29
Kadapa,Maize,701,28,66,Aug-21,53.93
Kadapa,Maize,711,30,61,Aug-21,53.15
Kadapa,Maize,1178,35,58,Aug-21,50.72
Kadapa,Maize,744,30,68,Sep-21,54.93
Kadapa,Maize,1162,24,58,Sep-21,50.46
Kadapa,Maize,915,27,62,Sep-21,55.44
Kadapa,Maize,1189,33,59,Sep-21,50.39
Kadapa,Maize,974,22,62,Sep-21,53.61
Kadapa,Maize,1006,35,65,Oct-21,54.51
Kadapa,Maize,1179,34,68,Oct-21,53.83
Kadapa,Maize,884,30,50,Oct-21,57.57
Kadapa,Maize,833,24,62,Oct-21,55.44
Kadapa,Maize,1130,29,58,Oct-21,56.27
Kadapa,Maize,1181,34,51,Nov-21,54.11
Kadapa,Maize,1192,21,58,Nov-21,52.18
Kadapa,Maize,676,26,68,Nov-21,54.53
Kadapa,Maize,608,35,66,Nov-21,52.17
Kadapa,Maize,1060,26,56,Nov-21,52.36
Kadapa,Maize,892,30,50,Dec-21,55.17
Kadapa,Maize,814,34,62,Dec-21,50.3
Kadapa,Maize,876,33,63,Dec-21,50.79
Kadapa,Maize,937,31,56,Dec-21,50.97
Kadapa,Maize,651,32,66,Dec-21,51.26
Kadapa,Maize,667,22,57,Jan-22,50.1
Kadapa,Maize,677,20,68,Jan-22,51.51
Kadapa,Maize,1043,24,52,Jan-22,55.05
Kadapa,Maize,624,32,70,Jan-22,54.61
Kadapa,Maize,867,35,66,Jan-22,52.23
Kadapa,Maize,650,28,62,Feb-22,51.93
Kadapa,Maize,798,28,62,Feb-22,51.31
Kadapa,Maize,938,33,69,Feb-22,49.87
Kadapa,Maize,721,33,59,Feb-22,53.66
Kadapa,Maize,1150,24,55,Feb-22,51.65
Kadapa,Maize,1008,33,60,Mar-22,53.36
Kadapa,Maize,659,34,70,Mar-22,51.01
Kadapa,Maize,783,31,51,Mar-22,49.58
Kadapa,Maize,636,21,63,Mar-22,53.36
Kadapa,Maize,758,32,54,Mar-22,51.87
Kadapa,Maize,1087,35,68,Apr-22,49.76
Kadapa,Maize,891,32,63,Apr-22,49.74
Kadapa,Maize,1034,32,50,Apr-22,50.17
Kadapa,Maize,1039,27,57,Apr-22,49.3
Kadapa,Maize,631,24,65,Apr-22,50.47
Kadapa,Maize,1004,24,59,May-22,49.9
Kadapa,Maize,1174,23,55,May-22,51.66
Kadapa,Maize,745,30,67,May-22,49.72
Kadapa,Maize,1119,33,70,May-22,48.78
Kadapa,Maize,913,24,54,May-22,49.1
Kadapa,Maize,1127,23,57,Jun-22,50.42
Kadapa,Maize,927,29,56,Jun-22,49.35
Kadapa,Maize,659,28,50,Jun-22,49.24
Kadapa,Maize,1158,20,56,Jun-22,50.27
Kadapa,Maize,1146,33,64,Jun-22,51.1
Kadapa,Maize,974,27,51,Jul-22,51.41
Kadapa,Maize,1114,20,58,Jul-22,51.5
Kadapa,Maize,1196,27,52,Jul-22,53.37
Kadapa,Maize,720,31,57,Jul-22,52.67
Kadapa,Maize,1028,33,59,Jul-22,51.69
Kadapa,Maize,1028,28,59,Aug-22,50.29
Kadapa,Maize,699,32,52,Aug-22,51.87
Kadapa,Maize,1143,35,53,Aug-22,51.51
Kadapa,Maize,967,25,68,Aug-22,54.04
Kadapa,Maize,857,33,53,Aug-22,54.04
Kadapa,Maize,1049,30,64,Sep-22,50.08
Kadapa,Maize,1131,21,61,Sep-22,50.87
Kadapa,Maize,1067,28,70,Sep-22,56.62
Kadapa,Maize,1032,29,66,Sep-22,51.89
Kadapa,Maize,1082,26,69,Sep-22,52.83
Kadapa,Maize,887,34,54,Oct-22,50.76
Kadapa,Maize,741,21,53,Oct-22,55.71
Kadapa,Maize,842,33,54,Oct-22,55.67
Kadapa,Maize,922,24,58,Oct-22,52.84
Kadapa,Maize,643,24,54,Oct-22,55.88
Kadapa,Maize,658,20,50,Nov-22,50.93
Kadapa,Maize,796,32,53,Nov-22,50.87
Kadapa,Maize,910,33,57,Nov-22,54.77
Kadapa,Maize,674,24,55,Nov-22,53.14
Kadapa,Maize,631,34,54,Nov-22,52.66
Kadapa,Maize,751,30,63,Dec-22,52.52
Kadapa,Maize,631,28,56,Dec-22,54.69
Kadapa,Maize,681,27,63,Dec-22,53.05
Kadapa,Maize,657,33,68,Dec-22,51.64
Kadapa,Maize,611,25,52,Dec-22,50.21
Kadapa,Maize,831,35,68,Jan-23,50.7
Kadapa,Maize,866,29,58,Jan-23,54.61
Kadapa,Maize,1029,21,63,Jan-23,51.62
Kadapa,Maize,762,28,69,Jan-23,55.4
Kadapa,Maize,1023,35,69,Jan-23,53.35
Kadapa,Maize,730,33,55,Feb-23,52
Kadapa,Maize,1127,23,58,Feb-23,51.3
Kadapa,Maize,1058,23,56,Feb-23,51.21
Kadapa,Maize,753,29,62,Feb-23,54.43
Kadapa,Maize,880,23,70,Feb-23,53.02
Kadapa,Maize,715,35,53,Mar-23,48.8
Kadapa,Maize,797,28,58,Mar-23,51.96
Kadapa,Maize,1025,28,59,Mar-23,51.56
Kadapa,Maize,721,29,62,Mar-23,54.23
Kadapa,Maize,934,21,52,Mar-23,52.42
Kadapa,Maize,732,25,66,Apr-23,52.41
Kadapa,Maize,741,29,67,Apr-23,51.51
Kadapa,Maize,1197,22,64,Apr-23,50.96
Kadapa,Maize,1093,21,56,Apr-23,49.7
